Place,Name,Bib,Division,Nation,Swim,Bike,Run,Time,Race,Date,Location
1,Steve Jackson,676,M30-34,USA,00:52:38,04:36:33,03:33:15,09:09:51,Ironman Florida,11/04/2018,"Haines City, Florida, USA"
2,Graham Sheppard,177,M30-34,USA,01:03:11,04:44:01,03:16:29,09:12:40,Ironman Florida,11/04/2018,"Haines City, Florida, USA"
1,Kim Visby,623,M45-49,DNK,00:58:17,04:40:37,03:29:42,09:17:20,Ironman Florida,11/04/2018,"Haines City, Florida, USA"
1,Mark Weghorst,3107,M35-39,USA,01:02:16,04:56:35,03:11:06,09:21:46,Ironman Florida,11/04/2018,"Haines City, Florida, USA"
2,Christopher Hess,538,M35-39,USA,00:59:28,04:58:35,03:20:22,09:27:39,Ironman Florida,11/04/2018,"Haines City, Florida, USA"
1,Karel Sumbal,200,M40-44,CZE,01:01:36,05:02:57,03:15:15,09:28:14,Ironman Florida,11/04/2018,"Haines City, Florida, USA"
2,Pavel Artyushenko,187,M40-44,KAZ,00:55:33,04:44:32,03:42:06,09:30:13,Ironman Florida,11/04/2018,"Haines City, Florida, USA"
1,Johan Karner,521,M25-29,SWE,00:59:05,04:53:02,03:29:47,09:30:23,Ironman Florida,11/04/2018,"Haines City, Florida, USA"
3,Jordan Bailey,525,M30-34,USA,00:53:17,04:42:32,03:48:49,09:31:55,Ironman Florida,11/04/2018,"Haines City, Florida, USA"
3,Dominic De Caluwe,559,M40-44,BEL,00:58:41,04:52:37,03:32:18,09:33:11,Ironman Florida,11/04/2018,"Haines City, Florida, USA"
2,Oliver Herms,520,M25-29,DEU,01:02:36,04:54:55,03:30:05,09:35:49,Ironman Florida,11/04/2018,"Haines City, Florida, USA"
3,Jason Ream,3105,M35-39,USA,01:08:35,04:58:21,03:22:18,09:38:33,Ironman Florida,11/04/2018,"Haines City, Florida, USA"
2,Frank Schmaehling,213,M45-49,DEU,01:03:42,04:53:49,03:32:26,09:40:10,Ironman Florida,11/04/2018,"Haines City, Florida, USA"
3,Fabricio Avila Fuentes,1373,M25-29,ECU,01:04:48,05:06:45,03:21:18,09:41:45,Ironman Florida,11/04/2018,"Haines City, Florida, USA"
4,Robin Boheman,69,M30-34,SWE,01:03:45,05:05:47,03:22:51,09:42:05,Ironman Florida,11/04/2018,"Haines City, Florida, USA"
