Place,Name,Bib,Division,Nation,Swim,Bike,Run,Time,Race,Date,Location
1,Marc Duelsen,23,M PRO,DEU,00:46:39,05:08:50,02:58:18,09:01:39,Ironman Wales,09/18/2016,"Pembrokeshire, Wales"
2,Philip Graves,42,M PRO,GBR,00:45:26,05:01:43,03:06:43,09:02:56,Ironman Wales,09/18/2016,"Pembrokeshire, Wales"
3,Nicholas Baldwin,22,M PRO,SYC,00:47:10,05:05:02,03:07:11,09:07:22,Ironman Wales,09/18/2016,"Pembrokeshire, Wales"
4,Daniel Niederreiter,47,M PRO,AUT,00:45:25,05:13:39,03:03:19,09:10:42,Ironman Wales,09/18/2016,"Pembrokeshire, Wales"
5,Cedric Lassonde,32,M PRO,FRA,00:49:19,05:16:00,03:06:04,09:20:27,Ironman Wales,09/18/2016,"Pembrokeshire, Wales"
6,Karl-Johan Danielsson,25,M PRO,SWE,00:45:28,05:18:56,03:17:25,09:31:06,Ironman Wales,09/18/2016,"Pembrokeshire, Wales"
1,Xabier Amparan Corrale,155,M 35-39,ESP,00:53:47,05:19:35,03:09:29,09:33:46,Ironman Wales,09/18/2016,"Pembrokeshire, Wales"
7,Mike Schifferle,24,M PRO,CHE,00:54:03,05:15:00,03:12:54,09:34:10,Ironman Wales,09/18/2016,"Pembrokeshire, Wales"
8,Hannes Vandermoere,43,M PRO,BEL,00:51:47,05:33:39,03:03:55,09:38:38,Ironman Wales,09/18/2016,"Pembrokeshire, Wales"
1,Peter Harrison,770,M 30-34,GBR,01:00:07,04:58:06,03:33:00,09:42:45,Ironman Wales,09/18/2016,"Pembrokeshire, Wales"
2,Nicolas Auverdin,693,M 30-34,BEL,00:53:27,05:27:02,03:15:11,09:45:19,Ironman Wales,09/18/2016,"Pembrokeshire, Wales"
1,Kenneth Neyt,1437,M 40-44,BEL,00:54:49,05:25:03,03:17:45,09:47:50,Ironman Wales,09/18/2016,"Pembrokeshire, Wales"
3,Toni Pysto,841,M 30-34,FIN,00:52:20,05:28:05,03:22:04,09:51:44,Ironman Wales,09/18/2016,"Pembrokeshire, Wales"
2,James Brown,948,M 35-39,GBR,00:54:54,05:26:02,03:22:11,09:53:08,Ironman Wales,09/18/2016,"Pembrokeshire, Wales"
3,Philipp Gubler,106,M 35-39,CHE,00:56:45,05:30:56,03:16:43,09:53:43,Ironman Wales,09/18/2016,"Pembrokeshire, Wales"
4,Javier Perez,255,M 35-39,ESP,00:55:51,05:39:54,03:06:54,09:53:55,Ironman Wales,09/18/2016,"Pembrokeshire, Wales"
1,Alicia Thoburn,536,M 25-29,GBR,00:56:29,05:32:02,03:13:38,09:54:05,Ironman Wales,09/18/2016,"Pembrokeshire, Wales"
4,Andy Sloan,912,M 30-34,GBR,00:53:58,05:26:10,03:23:34,09:57:04,Ironman Wales,09/18/2016,"Pembrokeshire, Wales"
5,Alan Semple,1177,M 35-39,GBR,00:57:42,05:38:41,03:13:06,10:00:00,Ironman Wales,09/18/2016,"Pembrokeshire, Wales"
6,Guido Kwakkel,252,M 35-39,NLD,00:53:09,05:33:37,03:22:47,10:00:15,Ironman Wales,09/18/2016,"Pembrokeshire, Wales"
1,Darbi Roberts,11,F PRO,USA,00:49:26,05:46:41,03:14:41,10:00:17,Ironman Wales,09/18/2016,"Pembrokeshire, Wales"
7,Matthew Davies,158,M 35-39,GBR,00:56:31,05:42:52,03:09:41,10:00:46,Ironman Wales,09/18/2016,"Pembrokeshire, Wales"
2,Oliver Harkin,174,M 40-44,IRL,00:56:58,05:30:58,03:24:50,10:02:42,Ironman Wales,09/18/2016,"Pembrokeshire, Wales"
2,Jeanne Collonge,7,F PRO,FRA,00:53:52,05:29:48,03:28:23,10:02:44,Ironman Wales,09/18/2016,"Pembrokeshire, Wales"
