Place,Name,Bib,Division,Nation,Swim,Bike,Run,Time,Race,Date,Location
-,Edgar Edels,2881,M 60-64,CAN,00:49:52,04:11:39,01:42:40,07:07:42,Ironman 70.3 Mont-Tremblant,06/25/2017,"Mont-Tremblant, Qu̩bec, Canada"
1,Lionel Sanders,1,M PRO,CAN,00:26:21,02:01:53,01:14:01,03:46:04,Ironman 70.3 Mont-Tremblant,06/25/2017,"Mont-Tremblant, Qu̩bec, Canada"
2,Taylor Reid,4,M PRO,CAN,00:23:53,02:10:15,01:14:27,03:52:18,Ironman 70.3 Mont-Tremblant,06/25/2017,"Mont-Tremblant, Qu̩bec, Canada"
3,Cody Beals,3,M PRO,CAN,00:24:35,02:10:10,01:15:37,03:54:26,Ironman 70.3 Mont-Tremblant,06/25/2017,"Mont-Tremblant, Qu̩bec, Canada"
4,Jackson Laundry,6,M PRO,CAN,00:23:57,02:10:00,01:19:32,03:57:25,Ironman 70.3 Mont-Tremblant,06/25/2017,"Mont-Tremblant, Qu̩bec, Canada"
5,Antoine Jolicoeur Desroches,5,M PRO,CAN,00:23:41,02:11:56,01:20:25,03:59:39,Ironman 70.3 Mont-Tremblant,06/25/2017,"Mont-Tremblant, Qu̩bec, Canada"
6,Jordan Monnink,14,M PRO,CAN,00:26:01,02:13:38,01:16:25,04:00:13,Ironman 70.3 Mont-Tremblant,06/25/2017,"Mont-Tremblant, Qu̩bec, Canada"
7,Sean Jefferson,12,M PRO,USA,00:23:55,02:16:09,01:16:47,04:01:03,Ironman 70.3 Mont-Tremblant,06/25/2017,"Mont-Tremblant, Qu̩bec, Canada"
8,Lucas Pozzetta,17,M PRO,USA,00:23:48,02:12:59,01:21:11,04:02:20,Ironman 70.3 Mont-Tremblant,06/25/2017,"Mont-Tremblant, Qu̩bec, Canada"
9,Kevin Portmann,16,M PRO,FRA,00:26:02,02:12:37,01:20:14,04:03:00,Ironman 70.3 Mont-Tremblant,06/25/2017,"Mont-Tremblant, Qu̩bec, Canada"
10,Mikael Staer Nathan,18,M PRO,DNK,00:26:00,02:13:41,01:20:40,04:04:22,Ironman 70.3 Mont-Tremblant,06/25/2017,"Mont-Tremblant, Qu̩bec, Canada"
1,Christopher Busset,1570,M 25-29,CAN,00:28:25,02:15:37,01:18:51,04:06:56,Ironman 70.3 Mont-Tremblant,06/25/2017,"Mont-Tremblant, Qu̩bec, Canada"
11,Scott Cooper,10,M PRO,CAN,00:29:29,02:16:35,01:20:40,04:11:18,Ironman 70.3 Mont-Tremblant,06/25/2017,"Mont-Tremblant, Qu̩bec, Canada"
1,Jerome Bresson,544,M 35-39,CAN,00:29:15,02:19:10,01:21:33,04:14:20,Ironman 70.3 Mont-Tremblant,06/25/2017,"Mont-Tremblant, Qu̩bec, Canada"
1,Alexandre Boule,557,M 40-44,CAN,00:27:02,03:41:48,00:01:11,04:14:20,Ironman 70.3 Mont-Tremblant,06/25/2017,"Mont-Tremblant, Qu̩bec, Canada"
1,Holly Lawrence,26,F PRO,GBR,00:24:35,02:19:30,01:26:18,04:14:24,Ironman 70.3 Mont-Tremblant,06/25/2017,"Mont-Tremblant, Qu̩bec, Canada"
1,Pierre-Luc Blais,536,M 30-34,CAN,00:28:42,02:15:40,01:26:17,04:14:47,Ironman 70.3 Mont-Tremblant,06/25/2017,"Mont-Tremblant, Qu̩bec, Canada"
2,Laurent Gervais Robert,1587,M 25-29,CAN,00:27:47,02:21:11,01:20:58,04:15:43,Ironman 70.3 Mont-Tremblant,06/25/2017,"Mont-Tremblant, Qu̩bec, Canada"
2,Lee Roy,1938,M 35-39,CAN,00:30:24,02:20:05,01:20:24,04:15:48,Ironman 70.3 Mont-Tremblant,06/25/2017,"Mont-Tremblant, Qu̩bec, Canada"
2,Elliot-Olivier Pellerin,541,M 30-34,CAN,00:28:04,02:18:49,01:24:11,04:16:22,Ironman 70.3 Mont-Tremblant,06/25/2017,"Mont-Tremblant, Qu̩bec, Canada"
1,Simon Bernier Lalonde,1514,M 18-24,CAN,00:26:32,02:15:34,01:30:33,04:16:49,Ironman 70.3 Mont-Tremblant,06/25/2017,"Mont-Tremblant, Qu̩bec, Canada"
3,Philippe Reynolds,1933,M 35-39,CAN,00:28:28,02:22:07,01:22:21,04:17:47,Ironman 70.3 Mont-Tremblant,06/25/2017,"Mont-Tremblant, Qu̩bec, Canada"
12,Alex Vanderlinden,19,M PRO,CAN,00:25:59,02:26:01,01:22:06,04:18:13,Ironman 70.3 Mont-Tremblant,06/25/2017,"Mont-Tremblant, Qu̩bec, Canada"
