Place,Name,Bib,Division,Nation,Swim,Bike,Run,Time,Race,Date,Location
1,Ryan Giuliano,350,M 30-34,USA,01:00:52,05:01:16,02:59:17,09:07:15,Ironman Lake Placid,07/24/2016,"Lake Placid, NY, USA"
1,Heather Jackson,1,F PRO,USA,01:00:22,04:57:36,03:07:00,09:09:42,Ironman Lake Placid,07/24/2016,"Lake Placid, NY, USA"
1,Brian Duffy,751,M 25-29,USA,00:52:07,05:09:45,03:10:04,09:17:12,Ironman Lake Placid,07/24/2016,"Lake Placid, NY, USA"
2,Matt Bender,349,M 30-34,USA,00:57:36,04:58:04,03:15:11,09:19:27,Ironman Lake Placid,07/24/2016,"Lake Placid, NY, USA"
1,Michael Starkey,136,M 35-39,USA,01:00:57,05:08:35,03:12:02,09:27:52,Ironman Lake Placid,07/24/2016,"Lake Placid, NY, USA"
1,Stephen Day,651,M 45-49,GBR,01:07:16,05:09:18,03:06:08,09:31:14,Ironman Lake Placid,07/24/2016,"Lake Placid, NY, USA"
2,Jacob Gilden,574,M 25-29,USA,01:01:19,05:15:32,03:07:46,09:31:34,Ironman Lake Placid,07/24/2016,"Lake Placid, NY, USA"
1,Alex Drozd,68,M 18-24,USA,01:03:00,05:15:54,03:11:54,09:38:58,Ironman Lake Placid,07/24/2016,"Lake Placid, NY, USA"
1,Pierre Heynemand Jr.,497,M 50-54,CAN,00:56:26,05:11:28,03:26:48,09:41:30,Ironman Lake Placid,07/24/2016,"Lake Placid, NY, USA"
1,Marcel Suurmond,367,M 40-44,NLD,01:05:23,05:11:07,03:20:00,09:44:57,Ironman Lake Placid,07/24/2016,"Lake Placid, NY, USA"
2,Annah Watkinson,17,F PRO,ZAF,00:59:41,05:21:17,03:18:45,09:45:00,Ironman Lake Placid,07/24/2016,"Lake Placid, NY, USA"
3,Virgile Borderies,1579,M 30-34,USA,01:07:51,05:23:06,03:09:02,09:48:13,Ironman Lake Placid,07/24/2016,"Lake Placid, NY, USA"
2,David Zimmet,471,M 40-44,USA,00:58:54,05:18:54,03:23:55,09:48:35,Ironman Lake Placid,07/24/2016,"Lake Placid, NY, USA"
4,Constantine Mavroudis,1663,M 30-34,USA,01:06:56,05:15:23,03:20:08,09:49:44,Ironman Lake Placid,07/24/2016,"Lake Placid, NY, USA"
